Norma,Descricao da Sigla,Data de Apresentacao,Autor,Partido,Ementa,Similaridade Semantica,Link Documento PDF,Link Página Web,Indexacao,Último Estado,Data Último Estado,Situação
PL 1310/2025,Projeto de Lei,2025-03-28,Bruno Ganem,PODE,"Altera a Lei nº 13.756, de 12 de dezembro de 2018, que dispõe sobre o Fundo Nacional de Segurança Pública (FNSP) e outras matérias, a fim de condicionar o recebimento de seus recursos à implementação de tecnologias de inteligência artificial nas ouvidorias e corregedorias dos órgãos de segurança pública, nos termos que especifica.",0.478,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2875075,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2490966,"Alteração, Legislação, Fundo Nacional de Segurança Pública (FNSP), destinação, Recursos financeiros, Investimento público, Inteligência artificial, modernização, Ouvidoria pública, Órgão de segurança pública.",Encerramento de Prazo,2025-06-26,Aguardando Parecer
PL 4934/2025,Projeto de Lei,2025-10-02,Pastor Diniz,UNIÃO,"Altera a Lei nº 12.965, de 23 de abril de 2014 (Marco Civil da Internet), e o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para vedar a erotização precoce de crianças e adolescentes em provedores de aplicações de internet e estabelecer medidas de proteção no ambiente online.",0.477,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3012310,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2567043,"Alteração, Marco Civil da Internet (2014), Código Penal (1940), proibição, provedor de aplicações, sexualização precoce, adultização de crianças e adolescentes, pornografia infantil, conteúdo sexual, internet, diretrizes, responsabilização, Crime sexual contra vulnerável, tipificação de conduta, tipicidade penal, reclusão, multa, aumento da pena, monetização, exploração sexual, pena, Estatuto da Criança e do Adolescente (ECA) (1990), plataforma digital, rede social digital, responsável legal, pai, mãe.",Apresentação de Proposição,2025-10-02,Aguardando análise do Presidente da Câmara - (Decisão)
PL 2681/2025,Projeto de Lei,2025-06-02,Kim Kataguiri,UNIÃO,"Altera a Lei nº 12.965, de 23 de Abril de 2014, e a Lei n° 10.406, de 10 de janeiro de 2002 (Código Civil), para garantir princípios, direitos e deveres para o uso da Internet no Brasil; disciplina a aplicação de medidas judiciais de restrição à liberdade de expressão e dá outras providências.",0.475,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2924516,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2519925,"Alteração, Marco Civil da Internet (2014), Código Civil (2002), responsabilidade civil, internet, garantia, liberdade de expressão, aplicação, sanção, processo judicial, garantia ao contraditório.",Apresentação de Requerimento,2025-09-02,Aguardando Parecer
PL 3924/2025,Projeto de Lei,2025-08-12,Dayany Bittencourt,UNIÃO,"Institui a Lei Felca, para dispor sobre a proteção de crianças e adolescentes na Internet, e dá outras providências.",0.473,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2971326,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2542958,"Criação, Lei Felca, proteção, criança, adolescente, ambiente virtual, Adultização de crianças e adolescentes, controle parental, Plataforma digital, diretrizes. _ Alteração, Marco Civil da Internet (2014), poder público, campanha educativa, pais, responsável legal, sistema de segurança, Internet, menor de idade. _ Alteração, Estatuto da Criança e do Adolescente (ECA) (1990), aumento da pena, pedofilia, ciberpedofilia.",Apresentação de Proposição,2025-08-12,Aguardando análise do Presidente da Câmara - (Decisão)
PL 1963/2025,Projeto de Lei,2025-04-29,Marcos Tavares,PDT,Dispõe sobre a inclusão obrigatória do tema Inteligência Artificial nos currículos do ensino fundamental II e do ensino médio em todas as redes de ensino do país e dá outras providências.,0.472,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2895425,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2502776,"Critério, obrigatoriedade, inclusão, currículo escolar, ensino fundamental, ensino médio, conteúdo educativo, inteligência artificial, diretrizes.",Encerramento de Prazo,2025-07-02,Aguardando Parecer
PL 4160/2025,Projeto de Lei,2025-08-21,João Maia,PP,"Dispõe sobre a cessão do espaço em infraestrutura de distribuição de energia elétrica à cessionária, para exploração comercial e racionalização do uso deste espaço, para reduzir os riscos de acidentes, o impacto visual nas cidades, assim como atender as expansões das redes das prestadoras de serviços de telecomunicações, e acelerar o processo de universalização do acesso à internet de alta velocidade.",0.472,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2982394,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2551093,"Concessionária de serviço de energia elétrica, permissionário (administração pública), critério, cessão, local, infraestrutura, distribuição, energia elétrica, exploração comercial, espaço compartilhado, concessionária de serviço de telecomunicação, diretrizes.",Publicação de Proposição,2025-10-02,Tramitando em Conjunto
PL 1956/2025,Projeto de Lei,2025-04-29,Rafael Prudente,MDB,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece diretrizes e bases da educação nacional, para prever o ensino dos fundamentos da Inteligência Artificial (IA) no currículo do ensino fundamental e do ensino médio.",0.471,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2895089,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2502546,"Alteração, Lei de Diretrizes e Bases da Educação Nacional (1996), inserção, currículo escolar, ensino fundamental, ensino médio, tecnologia digital, inteligência artificial, pensamento computacional, ética digital, educação tecnológica, aplicação, impacto social, impacto econômico, Inclusão digital, Inclusão tecnológica.",Encerramento de Prazo,2025-07-02,Aguardando Parecer
PL 4335/2025,Projeto de Lei,2025-09-01,Hildo Rocha,MDB,Dispõe sobre a validade da Certidão de Nascimento Digital no território nacional e dá outras providências.,0.470,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2989549,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2555193,"Obrigatoriedade, validade, Certidão de Nascimento, documento digital, território nacional.",Recebimento,2025-10-14,Aguardando Designação de Relator(a)
PL 3003/2025,Projeto de Lei,2025-06-23,Prof. Reginaldo Veras,PV,Dispõe sobre a vedação da substituição de docentes por sistemas de inteligência artificial na educação básica e no ensino superior.,0.470,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2939361,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2527320,"Proibição, substituição, professor, educação básica, educação superior, inteligência artificial, critério.",Abertura de Prazo,2025-10-22,Aguardando Parecer
PL 3876/2025,Projeto de Lei,2025-08-11,Ismael,PSD,"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), e a Lei nº 12.965, de 23 de abril de 2014 (Marco Civil da Internet), para dispor sobre a proteção de crianças e adolescentes contra superexposição digital e exploração econômica em ambientes digitais.",0.467,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2970187,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2542258,"Alteração, Estatuto da Criança e do Adolescente (ECA) (1990), Marco Civil da Internet (2014), proibição, exposição, criança, adolescente, conteúdo digital, sexualização precoce, obrigatoriedade, Aplicação de internet, Plataforma digital, canal de denúncia, notificação, Conselho tutelar, Remoção de conteúdo, Superexposição nociva, ambiente virtual, rede social digital, monetização, Adultização de crianças e adolescentes. _ Enfrentamento, pedofilia.",Apresentação de Requerimento,2025-10-09,Aguardando análise do Presidente da Câmara - (Decisão)
PL 526/2025,Projeto de Lei,2025-02-18,Marx Beltrão,PP,DISPÕE SOBRE A REGULAÇÃO DO USO DA INTELIGÊNCIA ARTIFICIAL NO BRASIL E DÁ OUTRAS PROVIDÊNCIAS.,0.467,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2857071,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2484379,"Regulação, inteligência artificial, Brasil, diretrizes, sistema de inteligência artificial.",Recebimento,2025-03-25,Tramitando em Conjunto
PL 4574/2025,Projeto de Lei,2025-09-15,Denise Pessôa,PT,"Altera a lei nº 14.819, de 16 de janeiro de 2024, para dispor sobre plataforma digital nacional para teleatendimento psicológico.",0.465,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3000268,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2560931,"Alteração, lei federal, Política Nacional de Atenção Psicossocial nas Comunidades Escolares, plataforma digital, atendimento não presencial, assistência psicológica, Rede de Atenção Psicossocial (RAPS), Sistema de ensino, diretrizes, saúde mental, estudante, aluno, profissional da educação, professor, educador, acesso, psicólogo, enfrentamento, violência escolar, bullying, vulnerabilidade social.",Publicação de Proposição,2025-10-28,Aguardando Designação de Relator(a)
PL 2268/2025,Projeto de Lei,2025-05-13,Silvye Alves,UNIÃO,"Dispõe sobre a proibição ou restrição de chamadas telefônicas automáticas realizadas por sistemas automatizados (""robôs"") para fins de marketing, cobrança ou outras finalidades, e dá outras providências.",0.462,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2905094,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2508275,"Critério, proibição, Ligação telefônica, Robocall, Telemarketing, prática abusiva.",Notificacao para Publicação Intermediária,2025-10-01,
PL 1548/2025,Projeto de Lei,2025-04-08,Luciano Ducci,PSB,"Altera a Lei nº 9.294, de 15 de julho de 1996, para dispor sobre a propaganda de bebidas alcoólicas na internet, e dá outras providências.",0.460,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2882475,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2495386,"Alteração, Lei Antifumo (1996), critério, restrição, proibição, propaganda comercial, Bebida alcoólica, Plataforma digital, Aplicação de internet, usuário, criança, adolescente, obrigatoriedade, mensagem de advertência.",Encerramento de Prazo,2025-06-17,Aguardando Parecer
PL 2968/2025,Projeto de Lei,2025-06-17,Evair Vieira de Melo,PP,"Altera as Leis nº 9.394, de 20 de dezembro de 1996, e nº 14.533, de 11 de janeiro de 2023, para incluir competências relativas à inteligência artificial como conteúdo a ser ensinado nos currículos escolares.",0.460,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2938274,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2526910,"Alteração, Lei de Diretrizes e Bases da Educação Nacional (1996), Política Nacional de Educação Digital (PNED), inclusão, Currículo escolar, Conteúdo programático, Inclusão digital, Inteligência artificial, Ensino fundamental, Ensino médio.",Apensação,2025-10-06,Tramitando em Conjunto
PL 2258/2025,Projeto de Lei,2025-05-13,Adilson Barroso,PL,"Proíbe ações de telemarketing via ligação telefônica realizada por bots, robôs ou qualquer programa de software que execute tarefas automatizadas, repetitivas e pré-definida em todo território nacional.",0.459,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2904466,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2508006,"Proibição, utilização. telemarketing, venda, produtos, adesão, serviços, robocall, diretrizes.",Notificacao para Publicação Intermediária,2025-10-01,
PL 3409/2025,Projeto de Lei,2025-07-15,Merlong Solano,PT,"Acrescenta o inciso XV ao art. 39 da Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para classificar como prática abusiva a cobrança de taxa de conveniência por empresas que comercializam ingressos pela internet para espetáculos culturais, de entretenimento e eventos esportivos",0.459,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2957287,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2536612,"Alteração, Código de Defesa do Consumidor (1990), classificação, Prática abusiva, Cobrança, Taxa de conveniência, Encargo, Ingresso, comercialização, Internet, Evento cultural, Espetáculo, Evento desportivo.",Apensação,2025-10-09,Tramitando em Conjunto
PL 4942/2025,Projeto de Lei,2025-10-02,Alexandre Guimarães,MDB,Institui o Plano Nacional de Inclusão Digital (PNID).,0.458,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3012521,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2567195,"Criação, Plano Nacional de Inclusão Digital (PNID), inclusão digital, acessibilidade digital, acesso, internet, alfabetização digital, redução, desigualdade regional, diretrizes. _ Alteração, Lei Geral de Telecomunicações (1997), Lei do Fundo de Universalização dos Serviços de Telecomunicações (2000), tecnologia da informação e comunicação (TIC), política pública.",Apresentação de Proposição,2025-10-02,Aguardando Chancela e Publicação do Despacho
PL 202/2025,Projeto de Lei,2025-02-04,Luisa Canziani,PSD,"Cria o Sistema de Verificação de Autenticidade de Números Telefônicos, e dá outras providências.",0.457,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2850531,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2482662,"Alteração, Lei Geral de Telecomunicações (1997), criação, Sistema de Verificação de Autenticidade de Números Telefônicos, diretrizes, identificação automática, telemarketing ativo, cobrança, ligação telefônica, combate, crime cibernético, golpe financeiro, fraude.",Notificação de Despacho,2025-09-24,Aguardando Parecer
PL 2261/2025,Projeto de Lei,2025-05-13,Alberto Fraga,PL,"Acrescenta inciso ao art. 39 da Lei n° 8.078, de 11 de setembro de 1990, para estabelecer como abusiva a exigência de garantia que implique suspensão de serviços prestados por outrem, especialmente de telecomunicações, e dá outras providências.",0.457,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2904535,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2508038,"Alteração, Código de Defesa do Consumidor (1990), configuração, Prática abusiva, proibição, obrigatoriedade, garantia, condição, ausência, suspensão temporária de serviços, prestação de serviços, hipótese, inadimplemento.",Encerramento de Prazo,2025-10-01,Aguardando Parecer
PL 3899/2025,Projeto de Lei,2025-08-12,Mário Heringer,PDT,"Acrescenta o art. 240-A à Lei nº 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente, para tipificar a criminalização da adultização e erotização infantil na internet, bem como como dispositivos à Lei 12.965, de 23 de abril de 2014 (Marco Civil da Internet).",0.457,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2970488,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2542415,"Alteração, Estatuto da Criança e do Adolescente (ECA) (1990), Marco Civil da Internet (2014), Crime, conteúdo digital, Adultização de crianças e adolescentes, Sexualização precoce, menor de idade, responsabilidade civil, Provedor de aplicações, Internet. _ Enfrentamento, pedofilia.",Apresentação de Requerimento,2025-08-12,Aguardando análise do Presidente da Câmara - (Decisão)
PL 2963/2025,Projeto de Lei,2025-06-17,Duda Ramos,MDB,"Institui o Auxílio Nacional de Inclusão Digital Estudantil, destinado aos estudantes da rede pública de educação básica e superior, e dá outras providências.",0.457,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2938257,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2526903,"Criação, Auxílio Nacional de Inclusão Digital Estudantil, auxílio financeiro, aluno, educação básica, educação superior, rede pública de ensino, acesso, equipamento, tecnologia da informação, internet, diretrizes.",Encerramento de Prazo,2025-10-02,Aguardando Parecer
PL 4022/2025,Projeto de Lei,2025-08-15,Delegada Ione,AVANTE,"Dispõe sobre a proibição do uso por provedor de aplicação de internet de sistemas de recomendação de conteúdos de conotação sexual envolvendo crianças ou adolescentes, institui o Selo de Conformidade Digital, inclui no Decreto-Lei no 2.848, de 7 de dezembro de 1940 (Código Penal), o crime de adultização com fins de erotização, altera a Lei no 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente) e dá outras providências.",0.453,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2975497,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2546048,"Alteração, Estatuto da Criança e do Adolescente (ECA) (1990), Código Penal (1940), proibição, Provedor de aplicações, Rede social digital, sugestão, recomendação, Conteúdo digital, Conteúdo impróprio, Criança, Adolescente, Sexualização precoce, criação, comprovação eletrônica, conformidade.",Apresentação de Requerimento,2025-10-13,Aguardando análise do Presidente da Câmara - (Decisão)
PL 4056/2025,Projeto de Lei,2025-08-18,Antônia Lúcia,REPUBLICANOS,"Dispõe sobre a vinculação obrigatória do titular do aparelho celular ao chip de telefonia móvel, estabelece medidas de segurança digital para impedir transferência irregular de titularidade e acesso a conteúdos ilícitos, e dá outras providências.",0.452,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2978183,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2548492,"Obrigatoriedade, vinculação, titular, Chip, telefone celular, Operadora de telefonia móvel, medida de segurança, acesso, Conteúdo ilegal, conteúdo adulto, prevenção, crime cibernético, pornografia, Tráfico de pessoas, menor de idade, adolescente.",Desapensação,2025-10-28,Arquivada
PL 3878/2025,Projeto de Lei,2025-08-11,Coronel Fernanda,PL,"Altera a Lei nº 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente, para regulamentar a criminalização da adultização infantil na internet.",0.452,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2970233,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2542290,"Alteração, Estatuto da Criança e do Adolescente (ECA) (1990), tipificação de conduta, produção, publicação, facilitação, propagação, conteúdo digital, Adultização de crianças e adolescentes, sexualização precoce, pedofilia, ambiente virtual, pena.",Apresentação de Proposição,2025-08-11,Aguardando análise do Presidente da Câmara - (Decisão)
PL 5436/2025,Projeto de Lei,2025-10-28,Roberta Roma,PL,"Dispõe sobre o exercício da atividade profissional de influenciador digital e blogueiro, estabelece direitos e deveres, normas de transparência e publicidade digital, e dá outras providências.",0.451,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=3031554,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2577435,"Regulamentação, atividade profissional, Blogueiro, influenciador digital, direitos, deveres, segurança jurídica, criação Cadastro Nacional de Influenciadores Digitais (CNID), diretrizes.",Apresentação de Proposição,2025-10-28,Aguardando Despacho do Presidente da Câmara dos Deputados
PL 4369/2025,Projeto de Lei,2025-09-02,Marcos Tavares,PDT,"Institui a obrigatoriedade do uso de câmeras corporais inteligentes, integradas a sistemas de Inteligência Artificial, pelas Polícias Militares e Civis em todo o território nacional, e dá outras providências.",0.450,https://www.camara.leg.br/proposicoesWeb/prop_mostrarintegra?codteor=2990836,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2555890,"Obrigatoriedade, Câmera corporal, integração, Sistema de inteligência artificial, Policial, diretrizes.",Recebimento,2025-10-13,Aguardando Designação de Relator(a)
